text,x,y
"#AirSewa 

@flyspicejet is not providing #webchecin customers free seats.

Passengers are forced to choose paid seats as free seats are made available only at airport counter. 

This should be stopped as its discriminatory and against travellers rights 

@HardeepSPuri @MoCA_GoI",13.273935,4.742025
"What Precautionary measures have you all taken in your respective Restaurants and Hotels, Comment below...
#COVID-19 #Coronavirus

COVID-19: Hotel chains enforce precautionary measures, issue safety, hygiene advisories
https://t.co/7Zo2vqSPzY",11.5089245,1.3130221
"When youre stockpiling food &amp; other supplies, buy extra for your local food bank. Many families dont have the luxury to spend beyond their weekly budget. @DailyBreadTO  #coronavirus",10.135729,-1.2874347
"That's about a week from now. A bit optimistic.  Probably it will take another month.  Supply chain may be recovering, demand chain will be non-existent in US and Europe for the next month or two.
$spx $qqq $es $nq https://t.co/yXcOfL0BnI",13.243015,3.9100149
"Studies show the #coronavirus like #COVID19 can live up to nine days on hard surfaces like metal, plastic, and glass.

Our Deputy Commissioner of Consumer Affairs Mary Barzee Flores shows you how to keep clean at the gas pump.

Watch and share? https://t.co/AIqATWT5zz",11.389238,0.6019211
"#CoronaVirus #COVID_19 People are starting to become frightened and to do #PanicShopping. Many shelves, meanwhile, turn empty as #goods are sold. #FaceMasks &amp; disinfection liquid are sold out, or they are sold for exorbitant prices! #Blockchain #CryptoNews https://t.co/AkR3lmLEKf",12.855876,-1.0952321
"For those of you that think credit/debit is just as good as #bitcoin when it comes to combating #coronavirus, keep in mind that this is not a ""contactless transaction.""  How many people at your grocery store or gas station touch this keypad every day? https://t.co/WVq8bb9OlS",10.522471,3.2132795
Control over stocks and gold is lost...gold coming back very nicely! Loves wallbridge and Balmoral and warns listeners about #coronavirus Sprott Money Ltd. recently put in money to $OCG $GENM $MMG and many more... https://t.co/3aURZ2e4Sj,13.397896,3.4812305
"Sellers are cashing on your panic to sell facemasks and sanitizers at super inflated prices.

In reality, neither sanitizer nor facemasks are ""must have"" to save yourself from #coronavirus. 

Please watch this video for more :

https://t.co/sgOFnAu4j8",12.264631,5.037788
"Canada's oilpatch is bracing for the impact of plunging crude prices after OPEC and its allies failed to reach a deal aimed at cutting production as economies slow because of the novel #coronavirus. The fool @Jkenney based his budget on hired oil prices 

https://t.co/fDCpQPvPuo",14.0239105,3.661523
"Alright yall I hope our Melanin prevails but just in case I took some precautions I had some food &amp; water delivered. ????? Ive had my masks for a month and may have to open soon! 
?? #B1 #FBA 

#CoronavirusUSA #COVID https://t.co/cTQMDgDgtD",12.205456,5.087818
When your usual grocery shopping @woolworths turns into a toilet paper fight in the supermarket aisle. Yikes. #toiletpaperpanic for the #coronavirus has taken a whole new level. https://t.co/aKJ283I20C,14.201211,-2.4099324
"Coronavirus panic spreads: Costco is pulling free samples over COVID-19 - USA TODAY

Coronavirus panic spreads: Costco is pulling free samples over COVID-19  USA TODAY

'It's pandemonium': virus panic-buying hits Los Angeles  Yahoo News

How Costco is Ha https://t.co/MyTDpDomEI",12.1576805,2.7751346
"While you are stocking up, waiting for quarantine, if you can don't forget to donate  food, water, and toiletries to your local food banks to help others without the means to stock up. Get ahead of it before it becomes a crisis. #covid19 #coronavirus",10.798422,-0.13154873
"#Coronavirus is ""an exposure of all the holes in the social safety net,"" says NELP Government Affairs Director Judy Conti

#UI #Unemployment #PaidLeaveForAll
https://t.co/BrCY9IJWSv",12.995033,1.861365
"Two important phone numbers NYers should know. If you have no doctor or insurance and think you may be sick and need to be tested for #coronavirus, call the state's helpline: 1-888-364-3065. To report price gouging, call the Div. of Consumer Protection at 1-800-697-1220.",12.411828,3.904546
"Tip for all Pro Wrestlers to help combat the #coronavirus...be more like @ZoeLucasPro and bring hand sanitizer to your matches as a precaution

#EVEWrestling @ProWrestlingEVE https://t.co/SUYUsaPm7j",11.564487,1.0515535
"Is this effective?
Is it necessary?
Or is it just optics?
Scare tactics?
For the American consumer?
For US MSM to use?
If optics, What is the intended effect?
Fear?
Crash US Market-&gt;panic-&gt;elect Biden

#Qanon #coronavirus https://t.co/H48ZMfuAme",12.202788,4.123828
"IMHO Russia's rug pull on oil prices is designed to end the dollar as the global reserve currency. How? Corp debt collapse, led by high yield and fracking, compounded by COVID-19, will mean Fed and US Govt respond with #MMT. Ciao dollar. Alt is collapse. Got #Gold or #Silver yet?",14.140935,3.5418885
So not due to #Brexit at all then &gt;&gt; Supermarkets begin #foodrationing after wave of #coronavirus-fuelled panic buying https://t.co/AKgkHxO0tW,11.489999,-1.1376346
"Remember, with all the media deflection stories about bog rolls, panic-buying, food shortages, Covid-19, Irish bridges etc etc.

We've still got Brexit, Austerity, poverty, a crashing economy &amp; the worst UK Govt in living memory. 

All depressing stuff &amp; it aint gonna end well.",13.8522215,3.053632
"Fellow Uni instructors! COVID-19 f2f class cancelations are  inconvenient! But remember you're salaried employees. Maybe call/email HR or your union &amp; demand to know how hourly workers (clerical, food-service, custodial, etc) will be  compensated during campus closures?",12.040765,1.7656491
"@howroute Its not even over food... what the actual heck?? I have news for these people ... 

you need food and water before you need the paper to wipe your a$$. Just sayin.. ? 

#covid19 #Covid_19 #coronavirus #corona #virus #panic",12.963601,-2.5136771
"1/25 Part 1 - Why does soap work so well on the SARS-CoV-2, the coronavirus and indeed most viruses? Because it is a self-assembled nanoparticle in which the weakest link is the lipid (fatty) bilayer. A two part thread about soap, viruses and supramolecular chemistry #COVID19 https://t.co/OCwqPjO5Ht",13.53467,-3.6500535
"Thread: Please STOP shaming folks who stock up on food and personal care products ahead of #CoronaVirus #COVID19. #Trump made it clear that he doesnt care and wont help, so theyre protecting their families their way. Its a tiny bit of mastery and control in terrifying times. https://t.co/12eMup9mtA",13.805056,1.9460633
"For those thinking #seniors #disabled &amp; #vets shouldnt be included in any @realDonaldTrump aid package because of #Covid_19 #coronavirus check prices on antibacterial soaps, disinfectant safer transportation other than crowded city busses list goes on @SenStabenow @RashidaTlaib",10.302192,0.82823384
"So far 36 Pennsylvanians have reached out to my Office to report inflated prices on everything from disinfectant spray to liquid soap.
 
Price gouging like this isnt just wrong, its illegal. Keep your emails coming: pricegouging@attorneygeneral.gov #coronavirus",12.421863,3.9647386
"Global stock markets continued their bear run as #DowJones and S&amp;P500 plunged as they opened on Monday. Plunge was largely on the back of the 30% overnight slump in #CrudeOil prices, along with the persistent concerns over the impact of #CoronaVirus on the global #economy.",13.929579,3.5390768
Scammers are taking advantage of fears surrounding the #Coronavirus. Here are some tips to help you keep scammers at bay: https://t.co/Yt892bgnBu #COVID2019 https://t.co/kmILU80H6h,12.014971,3.5693984
"Are you doing business in international markets? This @ExportDevCanada webinar will show you how to navigate todays exporting challenges and rising commodity prices due to the COVID-19 virus.

https://t.co/pDBUlOnAEI",13.123183,3.0943103
"For those in gig economy who only earn if ppl are going out, we can immediately process refunds for 2019 Earned Income Tax Credit or Child Tax Credit - or they can borrow against 2020 credits. That cash can help make ends meet until normal consumer behavior returns #coronavirus",12.98215,4.496831
"I have instructed that insurance companies make COVID-19 testing free. This important step will help ensure cost barriers do not stand in the way of people getting tested. 

Read more: https://t.co/0VrdDfNPay https://t.co/9JdaVZw7ai",12.598623,2.2736194
The oil prices dipping has absolutely nothing to do with #COVID2019 it has everything to do with #OPEC talks collapsing and Saudi feuding with Russia. Celebrate and calm the hell down.. weirdos.,14.189004,3.59964
"Global stocks plummeted today due to fear surrounding #COVID2019 and falling oil prices, which saw the biggest one-day drop since the 1991 Gulf War.

Let's look at how the major stock indices have been reacting to the news, based on their closing values. https://t.co/fV7IehqaDo",13.784921,3.498118
"The beginning of a  global recession!

#Coronavirus damaging health crisis?
#oil prices falling down?
US stocks falling down?
7% drop this morning &amp; trading halt?
#migration crisis at the EU borders 
#housingCrisis &amp; skyrocketing rents. Tenants are losing 50% of income?
#Q*",13.818724,3.0931513
"@7NewsSydney @ScottMorrisonMP Some Factors have bought on the recession 1)Ignoring per-capita recession, 2)wage growth stagnant 3)Consumer debt levels are through the roof 4) casualized work! These changes in the economy are driven by government not #co",13.748666,3.1652443
"Cuomo press conference...
New York is releasing new brand of state made had sanitizer prices from $0.80¢ - $6 a gallon!
#CoronaVirusUpdates #Corona #CoronavirusOutbreak #virus #COVID2019 #COVID19 #NYC

https://t.co/9jhElBwElZ",12.985722,4.1503205
"Ignore online offers for #vaccinations. There currently are no vaccines, pills, potions, lotions, lozenges or other prescription or over-the-counter products available to treat or cure #Coronavirus disease 2019 (COVID-19)  online or in stores.

@FTC tips: https://t.co/Sqbf4LHB8H https://t.co/DX5po1KDqi",11.304273,1.2941056
"If you are lucky enough to be sitting at home with enough food to get you through a period of self-isolation, please consider donating to the @TrussellTrust to help those who couldn't stock up even if they wanted to. #TrussellTrust #foodbanks #coronavirus #COVID19",10.235417,-0.33295992
"@thehill Americans need to take it upon themselves to help avoid contracting covid-19.
Prep to self quarantine for 2 wks.
Stop unnecessary travel or crowd gatherings.
Talk to your employer about how to proceed w/o harm to your career.
Plan for sch",11.528382,0.8591479
"@realDonaldTrump Separate Table of US Corna Virus Statistics.
 Very high stats of corona virus.
 US Government's Inability to Control Corona Virus.
 High Price Disinfectant Gel in USA High price of mask in USA. 
Food prices are rising day by day",10.80427,-0.644255
"#ToiletPaper shortage ??
Don't believe everything you see on TV! My Costco just now....,.#CoronaVirus https://t.co/FDviKzgFwd",14.47327,-2.416643
"Come on guys, please be like bob!

#COVID2019 #panicbuying #coronavirus https://t.co/kMly3zNynR",13.330924,-0.66375035
"If you have booked a ticket to an event as part of a package holiday you will be offered an alternative or a refund by your travel provider, if it has been cancelled due to #Coronavirus.

Check ABTA's consumer Q&amp;A at: https://t.co/oUB4MNmrNA

#COVID19 https://t.co/kMHJehS2JH",13.063636,4.608798
"Breaking: New Jersey officials urge residents to stock up for a two week #coronavirus quarantine ""Just in case""

#COVID19 
https://t.co/fc8imQ7TAR",10.861346,-0.01910557
"4- Russia LNG will also suffer. The irony is, spot LNG prices were already at a record low because of the #Coronavirus and the declaration of force majeure by Chinese companies. 

Contracted LNG became the only way to make money until oil prices collapsed. It is a big hit https://t.co/ksFQ4uzqAn",13.950301,3.656781
#BreakingNews #terrorists have watched closely as the #coronavirus spins its web. They now know what Americans value most. Wiping their ass! Citizens rush to buy toilet paper but neglect to stock up on food! Terrorists are holding our #toiletpaper  factories hostage! Film at 11! https://t.co/7maYfTGxJA,14.382806,-2.4272327
"""As the novel #coronavirus (or #COVID19) continues to spread worldwide, its impact on international business operations, supply chains, travel, commodity prices, consumer confidence and business forecasts is becoming increasingly acute.""
#BLGPublication https://t.co/BDIedMNksK",13.158217,3.0997934
"Lower #Oil prices, lower #InterestRate, and some sort of fiscal #stimulus is great, but the consumer isn't the problem. The problem is fear of #coronavirus and fear of being quarantined for 14 days. That's why people stopped traveling. Not because of interest rates or taxes.",13.761995,3.0862021
Consumers have increased their online shopping due to coronavirus. https://t.co/5mYfz3RAD0 #retail #ecommerce #study #coronavirus https://t.co/Dz3H6zrWUT,10.384604,3.4967766
"For those self indulging in thoughts of food, medicine and essential household goods stock piling. Like people on universal credit be stock piling FFS!!! #coronavirus",12.06613,-0.5934097
"Ok if #COVID2019 is nothing to panic about why is Italy imposing the biggest restrictions on the civilian population since WW2? 
How will the supermarkets be able to provide food if all the workers are told to stay at home? 
Same with any other Bussiness.",15.486278,1.0331233
"Trump said people must ""be vigilant,"" then concluded, ""Be calm. It's really working out. And: lot of good things are going to happen. The consumer is ready. The consumer is so powerful in our country with what we've done with tax cuts and regulation cuts and all of those things.""",13.57188,1.9148071
"The top food items to stock up on in case you are quarantined 

#Coronavirus home stays are on peoples minds. Here are ten foods for stocking a pantry to support physical and mental health.

https://t.co/jrvxRIb57L",10.381263,-1.5529783
"Hi all! Please support your local Chinese Restaurant &amp; order some delicious food from them ? They are really struggling with the #COVID2019 panic, many are having to let staff go.

My favs in #Manchester are @sweetmandarin &amp; @blueeyedpandam4
Thank you! ??

#iwilleatwithyou https://t.co/jpDHxQMBTv",11.441751,-0.025973527
Report any and all instances of price gouging or other COVID-19 scams to the Attorney Generals Consumer Protection Hotline at 800-392-8222 or online at https://t.co/YB2NrTWlfg. #coronavirus https://t.co/H3QqmM3BBl,12.283856,3.886245
"Russia by breaking rank from OPEC+ signalled an intent to take down their nemesis: American oil and gas industry.

#USElections2020 #COVID2019 #OilWar are steeped in markets least favorite thing: Uncertainty

But THIS TIME they won't succeed

Low Oil prices won't last long #OOTT https://t.co/TwKYxrDfoW",14.131799,3.5681484
"?80% of #Retail experts talk about a significant decrease in #store traffic due to #coronavirus ??
??Check our article???

https://t.co/eobzo0WOUS",11.496937,2.9225242
Met with members of our distributive trade today to examine their preparation   for the impact of Covid 19. Based on reports our key manufacturers and importers have at least 2 to 3 mths of stock. We therefore do not expect that there will be any shortage in critical food items. https://t.co/jtFneBWuVy,10.95958,-1.0482063
"Say you need to stock up on #food for a couple of weeks, here's tips on what to get and how to properly store those #perishable items. #coronavirus https://t.co/GnLgWqxpjl https://t.co/cCKvA2ktQ4",10.341976,-1.641836
"My genuine concern around #COVID2019 are folks who may have to isolate, but work low wage/hourly pay jobs - folks who are barely getting by, who DONT get paid sick days. Folks who cant stock up on weeks worth of food. Folks who cant NOT work. 

The working poor will suffer most",13.197703,1.9818618
"We could have as many as 60% of the world's population infected with the #Coronavirus by the end of the year.

Your prayers are useless, only science will come to the rescue. If this does happen, our world will not recover for years. Stock up your can food people. #doomsdayBunker",12.431865,0.46649787
"IMPORTANT UPDATE! Our CEO Brian Beaulieu has broadened the scope of his COVID-19 webinar. Expect more on the oil prices drop, stock market developments, retail sales, and unfolding situations in China and Italy. Learn more and register: https://t.co/3muKagEw4p https://t.co/uOuyUfjRyW",13.10983,3.024802
".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",11.582039,2.4968822
"CDC: Older folks should stock up on food, stay home amid #coronavirus - Business Insider  Wow! https://t.co/ygcPtE7F1L",10.509906,0.6648717
"If 1,000,000 get infected with a 2% death rate for the #coronavirus then 20,000 will die in USA.

If you dont have mo mney to stock up food, then find a fishing hole and supplies to hunt and fish!",12.334252,0.6691515
"Every shop, chemist or retailer of any sort who raises prices during #coronavirus should be boycotted when it's all over. The greed in this country starts with those who've governed us for almost 100 years. FF and FG have made many of us lose our compassion and decency.",12.45991,3.8383076
"No, witch hazel won't help protect you from #coronavirus ...even in a DIY hand sanitizer: https://t.co/DYyShJHRGm @AmeshAA",13.8758545,-3.8842576
"@thehill DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..just tells us to stay calm
And blames it all on the consumer. 

#COVID19 #Trumpdemic #coronavirus",13.908855,1.9936564
"@realDonaldTrump .-.
THE BALM OF CORONAVIRUS

#DonaldTrump with lies or with rumor
Never recognized his sense of humor
..so he sells us his balm
..tells us just to stay calm
And blames it all on the consumer. #COVID19 #Trumpdemic #coronaviru",13.913775,1.9202701
Q1 #earnings are expected to be heavily impacted by #coronavirus with steep declines in commodity prices and analysts cutting estimates. @TDhillon33 and @DaveAurelio analyse the data: https://t.co/1uhWfTLx6u #TrustedData #Refinitiv  #COVID19 https://t.co/afvLnL1zIA,13.252248,3.3198328
"These are some of the suggestions to slow/stop #COVID2019
1. Work remotely from home 
2. Online school/ lectures
 3.Keep updated on the HSE/Dept of Health website 
4. Order shopping online for delivery ALL  NEED BROADBAND #remoteworking #broadband #rural",10.907012,3.936293
Retailers gouging consumer on Clorox spray wipes and sanitizers. What use to be under $5 is now $29 or more Even if its available! Gee bet they make it all in China. ????? #sanitizer #coronavirus,14.216567,-3.8970387
"Stay vigilant, stay safe. As we adapt to COVID-19, know that our office is here for you. We can answer questions about scams, sick time, and fraud.

Consumer Hotline: 617-727-8400
Health Care Hotline: 1-888-830-6277
Fair Labor Hotline: 617-727-3465 https://t.co/GjNWCmtY1U",12.156503,3.6083882
"Even without the #coronavirus, suspension or elimination of the #payrolltax is the quickest and most sensible means of enhancing consumer liquidity for working Americans, especially part-time and low wage workers.

Once again, @realDonaldTrump is doing exactly the right thing.",13.5825205,2.096515
"This is the advice from national US health experts for over 60's on avoiding #coronavirus

""CDC: Americans over 60 should stock up on food and medications and avoid venturing out as the coronavirus spreads""

UK gov: wash your hands &amp; carry on

#Covid_19 

https://t.co/QKolJTOPdr",11.218557,0.7458769
"The awful impacts of the #Coronavirus are continuing to be felt around the world. 
These events in China are also affecting the UK container industry. But what does this mean for you as a consumer, looking to buy #ShippingContainers?
Find out more: https://t.co/ir3YeBoFbS
#MrBox https://t.co/wLHwiAVhIB",12.663061,3.086703
Wash your hands more often for 20 seconds with soap and water. Or use hand sanitiser.,13.719755,-3.9019494
"Coronavirus, COVID-19, oil price drop will lead to US recession - Business Insider https://t.co/A7hsqwQDOe",13.821406,3.265467
"My German colleagues have confirmed that Hamsterkäufe, as in how a hamster stuffs its cheeks with food, is indeed the German term for panic buying. This is the cute news I need today.
#hamsterkäufe #COVID2019 #covid19ireland #Coronavirusireland #panicbuyingireland #panicbuying https://t.co/b5PwFU9tvz",11.55947,-2.8947418
"The government must provide hand sanitizer in all public buildings and transport hubs, as a matter of the utmost urgency.

The state must penalize any business trying to profit from this crisis by rising prices for essential items like hand sanitizer. #COVID19ireland #COVID2019 https://t.co/tzyJ2KwJp7",14.118865,-3.850526
What You Need If Quarantined at Home | #Coronavirus - Consumer Reports https://t.co/fqPmJIBlfd,10.723406,0.5500974
"See the new @FujifilmX_US X-T4 and X100V at Roberts! Join us on Saturday March 14th at Roberts Downtown location from 10am to 5pm.

Make sure to stop in and register for a FREE mystery giveaway! https://t.co/KUA79uARxv https://t.co/P6etFT5U7f",14.299498,1.2094946
"Spiking prices during a state of emergency is a crime, REPORT IT: https://t.co/k4Zt898LQl 

#Coronavirus #COVID2019 https://t.co/3FgvYt93W7",12.470826,3.9767256
"Besides canned food and toilet paper.

https://t.co/oo3UHc9HxO
$KR $TGT $WMT $AMZN $COST $CVS #investing #stocks #coronavirus #covid19 #market #economy",10.757448,-1.2845765
"@NileshShah68 I have summarized the most important points from the paper in this thread:
https://t.co/dTZg4vg8VM",12.886792,3.0646722
@HLAurora63 My husband asked me today if we should stock up on food and supplies ? #CoronaVirus,10.469556,-1.5601485
Missouri AG sues televangelist for advertising Silver Solution as a cure for coronavirus https://t.co/wUffral0NW https://t.co/Q5kAOjafCt,12.036399,3.3867126
"President Trump: ""It will go away.  Just stay calm.  It will go away."" https://t.co/J8aF2Zb8v0",12.759006,-0.023268662
You actually need to stock pile on food first before you can actually use all that toilet paper.   But you have you eat it before you need to use the toilet.  Only then will you have the need for toilet paper #toiletpaper #covid19 #coronavirus #idiots,13.433092,-2.8833477
"We (@hamiltonpoverty) are calling on Canadian Federal Government ?? to provide #BasicIncome 'Well-being and Stimulus Payments' during current COVID-19 situation. A basic income (even interim) could help keep people healthy, then revive consumer confidence and spending. #CdnPoli https://t.co/wRmkWLhJku",13.322755,2.526931
"Solid advice for seniors, their family members &amp; those of who have #complexhealth care needs.@CDC: Older #Americans should consider stocking up on food, medications &amp; avoid venturing out as #coronavirus spreads https://t.co/yiDKEL9m1a #COVID19Canada #CoronavirusCanada #bcseniors",10.289298,0.8898636
"Local media in Naples reported that Seria A football players Callejon, Llorente and Ospinta were among the people queuing outside a supermarket last night to stock up on food during the #coronavirus emergency.",15.263859,0.9029297
"Reminder: a State of Emergency is in effect statewide due to #Coronavirus.

Californians are protected from illegal price gouging on housing, gas, food, and other essential supplies. https://t.co/nw5FHsodTj https://t.co/r8wH8MSped",12.471464,3.9128633
"Just thinking if we have to close schools, how many children may lose access to main source of meals.  And what will happen to demand at food banks. #trusselltrust #coronavirus #foodbanks #poverty #uk https://t.co/Mw71RzC6z1",9.863863,-0.145887
"@realDonaldTrump What can you do about #COVID2019? 

- dont go out sick
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching",11.310249,0.7141106
"As I appear to be absolutely no good at stock piling/panic buying  food goods and toilet rolls for the #coronavirus I'm moving on to something I'm good at buying ?

Tin whistles and Apple Watch bands.

Better than toilet rolls ? https://t.co/UdI4PYuLDh",12.650771,-2.3991318
"Pretty good chance that your waiter/waitress, grocery/department store clerk, or Uber/Taxi driver, doesn't have health insurance or paid sick leave. 

Also a pretty good chance that these people come in contact with #COVID19 #coronavirus 

Still think Bernie's radical? Good luck.",13.75346,2.0013947
"I dont understand the run on toilet paper. 

You would think that youd stock up on food first. Without food, you wont need the toilet paper. #coronavirus",13.38093,-2.8922749
So the govt is trying to boost spending to save the economy but what about the several retail staff I witnessed yesterday - in the one store - continuously coughing over merchandise?? And elsewhere?? #bigW #eastgardens   #Coronavirus #stimulus #auspol,11.92087,2.3048213
"We've been lied to about COVID-19. Find out why you need to stock up on Food &amp; Water before all cities are quarantined.
https://t.co/RTBHfraXTU
coronavirus chiropractor naturopath stocks gold silver blackpink bts  coach trainer librarian twice yibo xiaozhan animalcrossing trucker https://t.co/AKuNBNa8jS",10.845996,-0.13555028
"Metro Manila Lock Down will cause shortage of food supply, hoarding of stuffs, less fortunate families will not be able to stock up, and a lot more. Oh Lord, we pray for covid-19 to end before everything boils down to worst.",12.695553,-0.12904069
"Hey guysss! We have a very important message to all our friends, family &amp; viewers out there. Be aware of Corona Virus and follow these procedures to help keep you and your family safe.

#aadyasitara? #aadya #sitara #coronavírus #coronaaleart #covid_19 #staysafe #sanitizer #covid https://t.co/pHWGsygy06",11.462535,0.9199693
"Low gas prices could hurt economy as #Toronto drivers take advantage:

https://t.co/JqOHbi6b9j @torontodotcom #COVID19 #COVID2019 #CoronaVirusCanada",13.942982,3.7340708
"Due to the #coronavirus my 80 year old grandma has been going through her cabinets to round up supplies...

So here I present to you a bottle of hydrogen peroxide that expired in July 2001 https://t.co/MTMKiDYDNn",14.010007,-3.533861
How the fuck am I safer from #coronavirus on a train or at a gas station or at a grocery store or gym than at #sxsw or a ballgame or a amusement park? Either put guys with gas masks and guns on the streets or let us live our lives,12.240569,0.6761569
One of the BEAUTIFUL things about working at home and having a strictly online small business? Covid-19 isnt transmittable through email. So keep shopping!  https://t.co/qJkUcaWGC2,11.000856,3.2837372
"With all of the public school, college and university closures due to #coronavirus, a lot of food insecure students will go hungry. As you stock your pantry, consider donating to your local food pantry to help feed a kid. #CoronaVirusUpdate",9.925945,-0.20237488
#Venezuela will be Latin America's most affected country by the twin crises of #Coronavirus and collapsing oil prices. See what's coming: https://t.co/6d7Ll9rCUT https://t.co/Guzi0dWxGA,13.970565,3.0528212
"The #Coronavirus crisis will speed up the technological revolution as schools, health services, shopping and work will go online at an even faster pace than before. See ""The Robots are Coming"": https://t.co/2bKMJcaYa5 
@vintagebooks https://t.co/EjYZ9rabTu",10.641884,4.0629125
"The #Coronavirus crisis will speed up the technological revolution as schools, health services, shopping and work will go online at an even faster pace than before. See ""The Robots are Coming"", Page 234: https://t.co/Yck5Zmfa4j @vintagebooks",10.649288,4.020127
"ok so I know people are scared &amp; stock piling water, meds, food &amp; toilet paper but what about cat food? 

like guys my cat is SO picky he only eats the @rachaelray brand should I start buying out all the 

cAt fOoD!? ?????? #coronavirus",10.760002,-2.6174972
"And what food products should I stock up on? Canned meats? Have many veggies &amp; fruit already. More noodles &amp; rice? Wish I felt safe about fresh stuff but I don't. Maybe more dried fruit.

What else?

#Coronavirus Stockpile thoughts...",10.3498,-1.6075808
"#COVID_19 fallout : Are all these ghost flights going to swap cabin payload for cargo payload, as self isolated individuals take to online shopping globally as a pastime while waiting for lockdowns to end ?",10.60459,2.5329158
"Avoid the panic and empty shelves at the stores and stock up now with Amazon Pantry items! 
https://t.co/1gWRwNuc0x   

#ad #coronavirus #prepper #BePrepared 
#Corona #CoronavirusOutbreak #Soldout
#Coronavid19  #wuhanvirus #CoronavirusUSA 
#COVID19 #WuhanCoronavirus #toiletpaper",13.0934925,-1.2701986
"While #Trump and his admin are worried about the stock market, oil companies, cruise, and hotel industry, the people of this nation just want to know they can be tested if they become ill and if they can go to work to earn next month's rent or food for the family. #coronavirus",13.750051,2.3028498
Shares in Turkish supermarket chain Migros surged as much as 15% today on expectations of stocking up after the nation's first coronavirus case was confirmed. https://t.co/8301RkLPj2,10.678863,-0.9811291
"Ok, so #COVID2019 made flights cheap, emptied busy tourist destinations in Europe, panicked the hell out of the stock markets so now #covid19UK when will you lower the house prices?",13.375766,4.516781
